mean,std,max,min,ptp,rms,energy,abs_mean,argmax,argmin,fft_mean,fft_std,fft_max,fft_peak_bin,fft_energy,distance_cm,source_file,label
-1.5328369140625,1274.633197331725,8192.0,-7427.0,15619.0,1274.6341190039993,13309477989.0,496.8572998046875,11.0,33.0,20300.11529316055,113552.42853250181,2798671.967927247,175.0,54515700950712.99,29,l29.txt,laptop
-14.089111328125,1331.215806437548,8192.0,-7549.0,15741.0,1331.2903614039978,14518960344.0,512.6650390625,47.0,212.0,24179.324666626988,118035.6064922246,2915509.9192343196,175.0,59476329846993.99,29,l29.txt,laptop
-13.55908203125,1360.8762772091525,8192.0,-7513.0,15705.0,1360.9438234461304,15172960998.0,541.65234375,62.0,228.0,21211.824470577565,121329.39507426592,3042661.1979583916,174.0,62154618495658.01,29,l29.txt,laptop
-9.59228515625,1396.8742490836394,8192.0,-7627.0,15819.0,1396.907183633723,15985456576.0,549.929443359375,74.0,240.0,24035.071524379488,124115.37332907974,3060868.38453679,175.0,65479526363496.01,29,l29.txt,laptop
-12.164306640625,1442.3887263480349,8192.0,-7750.0,15942.0,1442.4400189442724,17044547242.0,580.033447265625,40.0,252.0,23070.298607974728,128488.75957810924,3212624.3904080093,174.0,69819435264660.0,29,l29.txt,laptop
-3.48681640625,1541.747010237475,8192.0,-7632.0,15824.0,1541.7509531259723,19472351244.0,651.687744140625,146.0,263.0,23326.508829203376,137562.9800866621,3811733.4336495367,174.0,79759164869864.02,30,l30.txt,laptop
-7.970947265625,1527.0722848221542,8192.0,-7614.0,15806.0,1527.0930878870042,19103852946.0,648.486083984375,138.0,255.0,23369.11894508181,136211.58586248147,3831468.842684672,174.0,78251519422580.0,30,l30.txt,laptop
-1.1541748046875,1573.320541297483,8192.0,-7722.0,15914.0,1573.3209646439234,20277975923.0,676.5140380859375,113.0,230.0,22582.75122346482,140581.1408986899,3934162.903495867,174.0,83058635986225.02,30,l30.txt,laptop
-7.318115234375,1542.0808584183756,8192.0,-7503.0,15695.0,1542.098222783146,19481124280.0,655.958740234375,223.0,245.0,21476.50197140369,137896.9475613861,3686658.8335763942,174.0,79796483538218.02,30,l30.txt,laptop
-8.8153076171875,1614.2889484315908,8192.0,-8020.0,16212.0,1614.3130175640529,21348405401.0,675.0267333984375,90.0,302.0,23914.643634671276,144124.67493991522,3992766.2206309177,174.0,87445680141189.0,30,l30.txt,laptop
-4.386962890625,481.1441481761723,1801.0,-1862.0,3663.0,481.1641474253647,1896603130.0,318.72607421875,138.0,17.0,5332.772288427185,43218.73981345598,1881153.4304287804,174.0,7769132624714.0,5,l5.txt,laptop
-2.58837890625,434.8443779771213,2177.0,-1914.0,4091.0,434.8520814756115,1549077158.0,291.60791015625,11.0,34.0,4595.205396821825,39085.0102638266,1716214.1668125705,174.0,6345244892025.998,5,l5.txt,laptop
-4.6326904296875,473.8493528537213,2286.0,-2336.0,4622.0,473.8719985613286,1839551865.0,312.6932373046875,0.0,23.0,6714.542638534151,42357.923369786506,1727788.1329525828,173.0,7535525059421.0,5,l5.txt,laptop
-4.233154296875,442.7137883254246,2017.0,-2079.0,4096.0,442.7340262152323,1605741920.0,293.7724609375,29.0,6.0,5410.20878767529,39701.71888371033,1617372.668043065,174.0,6577720559410.001,5,l5.txt,laptop
-8.6810302734375,551.0969743947289,2598.0,-2649.0,5247.0,551.1653431354631,2488592265.0,363.9398193359375,4.0,26.0,6869.830344280688,49410.603352855636,2139300.4622985,174.0,10195803592996.996,5,l5.txt,laptop
